Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
B5;smpl13:foraar;Unknown;1;0.0300;NoCt;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C5;smpl13:foraar;Unknown;1;0.0300;NoCt;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D5;smpl13:foraar;Unknown;1;0.0300;37.39;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B4;std5e6;Standard;2;0.0300;24.18;5.00e+006;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C4;std5e6;Standard;2;0.0300;22.99;5.00e+006;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D4;std5e6;Standard;2;0.0300;25.01;5.00e+006;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E4;ntc;NTC;3;0.0300;NoCt;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
F4;ntc;NTC;3;0.0300;NoCt;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
G4;ntc;NTC;3;0.0300;NoCt;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D6;smpl12:efteraar;Unknown;4;0.0300;NoCt;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
G5;smpl06:efteraar;Unknown;5;0.0300;NoCt;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
G6;smple16:efteraar;Unknown;6;0.0300;37.42;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E6;smpl16:efteraar;NotinUse;7;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
F6;smpl16:efteraar;NotinUse;7;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E5;smpl06:efteraar;NotinUse;8;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
F5;smpl06:efteraar;NotinUse;8;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B6;smpl12:efteraar;NotinUse;9;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C6;smpl12:efteraar;NotinUse;9;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B1;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B2;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B3;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B7;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B8;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B9;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B10;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B11;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
B12;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C1;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C2;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C3;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C7;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C8;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C9;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C10;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
